ECs	Organism	Uniprot IDs	PMID	Type	Km	Temperature	pH	Substrates	Products	substrate_IDs	product_IDs	Main Substrate
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	1.33E-5	30.0	8.5	L-Serine;Tetrahydropteroyl di-L-glutamate	H2O;Glycine;5,10-Methylenetetrahydropteroyl di-L-glutamate	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C24H30N8O9/c25-24-31-19-18(21(37)32-24)28-13(10-27-19)9-26-12-3-1-11(2-4-12)20(36)30-15(23(40)41)5-7-16(33)29-14(22(38)39)6-8-17(34)35/h1-4,13-15,26,28H,5-10H2,(H,29,33)(H,30,36)(H,34,35)(H,38,39)(H,40,41)(H4,25,27,31,32,37)/p-3/t13-,14-,15-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C25H30N8O9/c26-25-30-20-19(22(38)31-25)33-11-32(10-14(33)9-27-20)13-3-1-12(2-4-13)21(37)29-16(24(41)42)5-7-17(34)28-15(23(39)40)6-8-18(35)36/h1-4,14-16H,5-11H2,(H,28,34)(H,29,37)(H,35,36)(H,39,40)(H,41,42)(H4,26,27,30,31,38)/p-3/t14-,15+,16+/m1/s1	InChI=1S/C24H30N8O9/c25-24-31-19-18(21(37)32-24)28-13(10-27-19)9-26-12-3-1-11(2-4-12)20(36)30-15(23(40)41)5-7-16(33)29-14(22(38)39)6-8-17(34)35/h1-4,13-15,26,28H,5-10H2,(H,29,33)(H,30,36)(H,34,35)(H,38,39)(H,40,41)(H4,25,27,31,32,37)/p-3/t13-,14-,15-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	3.06E-6	30.0	8.5	L-Serine;Tetrahydropteroyl tri-L-glutamate	Glycine;5,10-Methylenetetrahydropteroyl tri-L-glutamate;H2O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C29H37N9O12/c30-29-37-23-22(25(44)38-29)33-15(12-32-23)11-31-14-3-1-13(2-4-14)24(43)36-18(28(49)50)6-9-20(40)34-16(26(45)46)5-8-19(39)35-17(27(47)48)7-10-21(41)42/h1-4,15-18,31,33H,5-12H2,(H,34,40)(H,35,39)(H,36,43)(H,41,42)(H,45,46)(H,47,48)(H,49,50)(H4,30,32,37,38,44)/p-4/t15-,16-,17-,18-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C30H37N9O12/c31-30-36-24-23(26(45)37-30)39-13-38(12-16(39)11-32-24)15-3-1-14(2-4-15)25(44)35-19(29(50)51)6-9-21(41)33-17(27(46)47)5-8-20(40)34-18(28(48)49)7-10-22(42)43/h1-4,16-19H,5-13H2,(H,33,41)(H,34,40)(H,35,44)(H,42,43)(H,46,47)(H,48,49)(H,50,51)(H4,31,32,36,37,45)/p-4/t16-,17+,18+,19+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C29H37N9O12/c30-29-37-23-22(25(44)38-29)33-15(12-32-23)11-31-14-3-1-13(2-4-14)24(43)36-18(28(49)50)6-9-20(40)34-16(26(45)46)5-8-19(39)35-17(27(47)48)7-10-21(41)42/h1-4,15-18,31,33H,5-12H2,(H,34,40)(H,35,39)(H,36,43)(H,41,42)(H,45,46)(H,47,48)(H,49,50)(H4,30,32,37,38,44)/p-4/t15-,16-,17-,18-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	8.3E-7	30.0	8.5	Tetrahydropteroyl tetra-L-glutamate;L-Serine	Glycine;5,10-Methylenetetrahydropteroyl tetra-L-glutamate;H2O	InChI=1S/C34H44N10O15/c35-34-43-27-26(29(51)44-34)38-17(14-37-27)13-36-16-3-1-15(2-4-16)28(50)42-21(33(58)59)7-11-24(47)40-19(31(54)55)5-9-22(45)39-18(30(52)53)6-10-23(46)41-20(32(56)57)8-12-25(48)49/h1-4,17-21,36,38H,5-14H2,(H,39,45)(H,40,47)(H,41,46)(H,42,50)(H,48,49)(H,52,53)(H,54,55)(H,56,57)(H,58,59)(H4,35,37,43,44,51)/p-5/t17-,18-,19-,20-,21-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C35H44N10O15/c36-35-42-28-27(30(52)43-35)45-15-44(14-18(45)13-37-28)17-3-1-16(2-4-17)29(51)41-22(34(59)60)7-11-25(48)39-20(32(55)56)5-9-23(46)38-19(31(53)54)6-10-24(47)40-21(33(57)58)8-12-26(49)50/h1-4,18-22H,5-15H2,(H,38,46)(H,39,48)(H,40,47)(H,41,51)(H,49,50)(H,53,54)(H,55,56)(H,57,58)(H,59,60)(H4,36,37,42,43,52)/p-5/t18-,19+,20+,21+,22+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C34H44N10O15/c35-34-43-27-26(29(51)44-34)38-17(14-37-27)13-36-16-3-1-15(2-4-16)28(50)42-21(33(58)59)7-11-24(47)40-19(31(54)55)5-9-22(45)39-18(30(52)53)6-10-23(46)41-20(32(56)57)8-12-25(48)49/h1-4,17-21,36,38H,5-14H2,(H,39,45)(H,40,47)(H,41,46)(H,42,50)(H,48,49)(H,52,53)(H,54,55)(H,56,57)(H,58,59)(H4,35,37,43,44,51)/p-5/t17-,18-,19-,20-,21-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	6.4E-7	30.0	8.5	L-Serine;Tetrahydropteroyl penta-L-glutamate	H2O;Glycine;5,10-Methylenetetrahydropteroyl penta-L-glutamate	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C39H51N11O18/c40-39-49-31-30(33(58)50-39)43-19(16-42-31)15-41-18-3-1-17(2-4-18)32(57)48-24(38(67)68)8-13-28(54)46-22(36(63)64)6-11-26(52)44-20(34(59)60)5-10-25(51)45-21(35(61)62)7-12-27(53)47-23(37(65)66)9-14-29(55)56/h1-4,19-24,41,43H,5-16H2,(H,44,52)(H,45,51)(H,46,54)(H,47,53)(H,48,57)(H,55,56)(H,59,60)(H,61,62)(H,63,64)(H,65,66)(H,67,68)(H4,40,42,49,50,58)/p-6/t19-,20-,21-,22-,23-,24-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C40H51N11O18/c41-40-48-32-31(34(59)49-40)51-17-50(16-20(51)15-42-32)19-3-1-18(2-4-19)33(58)47-25(39(68)69)8-13-29(55)45-23(37(64)65)6-11-27(53)43-21(35(60)61)5-10-26(52)44-22(36(62)63)7-12-28(54)46-24(38(66)67)9-14-30(56)57/h1-4,20-25H,5-17H2,(H,43,53)(H,44,52)(H,45,55)(H,46,54)(H,47,58)(H,56,57)(H,60,61)(H,62,63)(H,64,65)(H,66,67)(H,68,69)(H4,41,42,48,49,59)/p-6/t20-,21+,22+,23+,24+,25+/m1/s1	InChI=1S/C39H51N11O18/c40-39-49-31-30(33(58)50-39)43-19(16-42-31)15-41-18-3-1-17(2-4-18)32(57)48-24(38(67)68)8-13-28(54)46-22(36(63)64)6-11-26(52)44-20(34(59)60)5-10-25(51)45-21(35(61)62)7-12-27(53)47-23(37(65)66)9-14-29(55)56/h1-4,19-24,41,43H,5-16H2,(H,44,52)(H,45,51)(H,46,54)(H,47,53)(H,48,57)(H,55,56)(H,59,60)(H,61,62)(H,63,64)(H,65,66)(H,67,68)(H4,40,42,49,50,58)/p-6/t19-,20-,21-,22-,23-,24-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	6.9E-7	30.0	8.5	L-Serine;Tetrahydropteroyl hexa-L-glutamate	Glycine;5,10-Methylenetetrahydropteroyl hexa-L-glutamate;H2O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1/C44H58N12O21/c45-44-55-35-34(37(65)56-44)48-21(18-47-35)17-46-20-3-1-19(2-4-20)36(64)54-27(43(76)77)9-15-32(61)52-25(41(72)73)7-13-30(59)50-23(39(68)69)5-11-28(57)49-22(38(66)67)6-12-29(58)51-24(40(70)71)8-14-31(60)53-26(42(74)75)10-16-33(62)63/h1-4,21-27,46,48H,5-18H2,(H,49,57)(H,50,59)(H,51,58)(H,52,61)(H,53,60)(H,54,64)(H,62,63)(H,66,67)(H,68,69)(H,70,71)(H,72,73)(H,74,75)(H,76,77)(H4,45,47,55,56,65)/t21-,22-,23-,24-,25-,26-,27-/s2	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1/C45H58N12O21/c46-45-54-36-35(38(66)55-45)57-19-56(18-22(57)17-47-36)21-3-1-20(2-4-21)37(65)53-28(44(77)78)9-15-33(62)51-26(42(73)74)7-13-31(60)49-24(40(69)70)5-11-29(58)48-23(39(67)68)6-12-30(59)50-25(41(71)72)8-14-32(61)52-27(43(75)76)10-16-34(63)64/h1-4,22-28H,5-19H2,(H,48,58)(H,49,60)(H,50,59)(H,51,62)(H,52,61)(H,53,65)(H,63,64)(H,67,68)(H,69,70)(H,71,72)(H,73,74)(H,75,76)(H,77,78)(H4,46,47,54,55,66)/t22-,23+,24+,25+,26+,27+,28+/s2#InChI=1S/H2O/h1H2	InChI=1/C44H58N12O21/c45-44-55-35-34(37(65)56-44)48-21(18-47-35)17-46-20-3-1-19(2-4-20)36(64)54-27(43(76)77)9-15-32(61)52-25(41(72)73)7-13-30(59)50-23(39(68)69)5-11-28(57)49-22(38(66)67)6-12-29(58)51-24(40(70)71)8-14-31(60)53-26(42(74)75)10-16-33(62)63/h1-4,21-27,46,48H,5-18H2,(H,49,57)(H,50,59)(H,51,58)(H,52,61)(H,53,60)(H,54,64)(H,62,63)(H,66,67)(H,68,69)(H,70,71)(H,72,73)(H,74,75)(H,76,77)(H4,45,47,55,56,65)/t21-,22-,23-,24-,25-,26-,27-/s2
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	6.7E-7	30.0	8.5	Tetrahydropteroyl hepta-L-glutamate;L-Serine	Glycine;5,10-Methylenetetrahydropteroyl hepta-L-glutamate;H2O	InChI=1/C49H65N13O24/c50-49-61-39-38(41(72)62-49)53-23(20-52-39)19-51-22-3-1-21(2-4-22)40(71)60-30(48(85)86)10-17-36(68)58-28(46(81)82)8-15-34(66)56-26(44(77)78)6-13-32(64)54-24(42(73)74)5-12-31(63)55-25(43(75)76)7-14-33(65)57-27(45(79)80)9-16-35(67)59-29(47(83)84)11-18-37(69)70/h1-4,23-30,51,53H,5-20H2,(H,54,64)(H,55,63)(H,56,66)(H,57,65)(H,58,68)(H,59,67)(H,60,71)(H,69,70)(H,73,74)(H,75,76)(H,77,78)(H,79,80)(H,81,82)(H,83,84)(H,85,86)(H4,50,52,61,62,72)/t23-,24-,25-,26-,27-,28-,29-,30-/s2#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1/C50H65N13O24/c51-50-60-40-39(42(73)61-50)63-21-62(20-24(63)19-52-40)23-3-1-22(2-4-23)41(72)59-31(49(86)87)10-17-37(69)57-29(47(82)83)8-15-35(67)55-27(45(78)79)6-13-33(65)53-25(43(74)75)5-12-32(64)54-26(44(76)77)7-14-34(66)56-28(46(80)81)9-16-36(68)58-30(48(84)85)11-18-38(70)71/h1-4,24-31H,5-21H2,(H,53,65)(H,54,64)(H,55,67)(H,56,66)(H,57,69)(H,58,68)(H,59,72)(H,70,71)(H,74,75)(H,76,77)(H,78,79)(H,80,81)(H,82,83)(H,84,85)(H,86,87)(H4,51,52,60,61,73)/t24-,25+,26+,27+,28+,29+,30+,31+/s2#InChI=1S/H2O/h1H2	InChI=1/C49H65N13O24/c50-49-61-39-38(41(72)62-49)53-23(20-52-39)19-51-22-3-1-21(2-4-22)40(71)60-30(48(85)86)10-17-36(68)58-28(46(81)82)8-15-34(66)56-26(44(77)78)6-13-32(64)54-24(42(73)74)5-12-31(63)55-25(43(75)76)7-14-33(65)57-27(45(79)80)9-16-35(67)59-29(47(83)84)11-18-37(69)70/h1-4,23-30,51,53H,5-20H2,(H,54,64)(H,55,63)(H,56,66)(H,57,65)(H,58,68)(H,59,67)(H,60,71)(H,69,70)(H,73,74)(H,75,76)(H,77,78)(H,79,80)(H,81,82)(H,83,84)(H,85,86)(H4,50,52,61,62,72)/t23-,24-,25-,26-,27-,28-,29-,30-/s2
2.1.2.1	Arabidopsis thaliana	Q94JQ3	20518745	wildtype AtSHMT3	5.5E-7	30.0	8.5	L-Serine;Tetrahydropteroyl octa-L-glutamate	Glycine;5,10-Methylenetetrahydropteroyl octa-L-glutamate;H2O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1/C54H72N14O27/c55-54-67-43-42(45(79)68-54)58-25(22-57-43)21-56-24-3-1-23(2-4-24)44(78)66-33(53(94)95)11-19-40(75)64-31(51(90)91)9-17-38(73)62-29(49(86)87)7-15-36(71)60-27(47(82)83)5-13-34(69)59-26(46(80)81)6-14-35(70)61-28(48(84)85)8-16-37(72)63-30(50(88)89)10-18-39(74)65-32(52(92)93)12-20-41(76)77/h1-4,25-33,56,58H,5-22H2,(H,59,69)(H,60,71)(H,61,70)(H,62,73)(H,63,72)(H,64,75)(H,65,74)(H,66,78)(H,76,77)(H,80,81)(H,82,83)(H,84,85)(H,86,87)(H,88,89)(H,90,91)(H,92,93)(H,94,95)(H4,55,57,67,68,79)/t25-,26-,27-,28-,29-,30-,31-,32-,33-/s2	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1/C55H72N14O27/c56-55-66-44-43(46(80)67-55)69-23-68(22-26(69)21-57-44)25-3-1-24(2-4-25)45(79)65-34(54(95)96)11-19-41(76)63-32(52(91)92)9-17-39(74)61-30(50(87)88)7-15-37(72)59-28(48(83)84)5-13-35(70)58-27(47(81)82)6-14-36(71)60-29(49(85)86)8-16-38(73)62-31(51(89)90)10-18-40(75)64-33(53(93)94)12-20-42(77)78/h1-4,26-34H,5-23H2,(H,58,70)(H,59,72)(H,60,71)(H,61,74)(H,62,73)(H,63,76)(H,64,75)(H,65,79)(H,77,78)(H,81,82)(H,83,84)(H,85,86)(H,87,88)(H,89,90)(H,91,92)(H,93,94)(H,95,96)(H4,56,57,66,67,80)/t26-,27+,28+,29+,30+,31+,32+,33+,34+/s2#InChI=1S/H2O/h1H2	InChI=1/C54H72N14O27/c55-54-67-43-42(45(79)68-54)58-25(22-57-43)21-56-24-3-1-23(2-4-24)44(78)66-33(53(94)95)11-19-40(75)64-31(51(90)91)9-17-38(73)62-29(49(86)87)7-15-36(71)60-27(47(82)83)5-13-34(69)59-26(46(80)81)6-14-35(70)61-28(48(84)85)8-16-37(72)63-30(50(88)89)10-18-39(74)65-32(52(92)93)12-20-41(76)77/h1-4,25-33,56,58H,5-22H2,(H,59,69)(H,60,71)(H,61,70)(H,62,73)(H,63,72)(H,64,75)(H,65,74)(H,66,78)(H,76,77)(H,80,81)(H,82,83)(H,84,85)(H,86,87)(H,88,89)(H,90,91)(H,92,93)(H,94,95)(H4,55,57,67,68,79)/t25-,26-,27-,28-,29-,30-,31-,32-,33-/s2
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	0.01165	30.0	-	5,6,7,8-Tetrahydrofolate;L-Serine	Glycine;5,10-Methylenetetrahydrofolate;H2O	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	8.36E-5	30.0	-	5,6,7,8-Tetrahydrofolate;L-Serine	Glycine;H2O;5,10-Methylenetetrahydrofolate	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/H2O/h1H2#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	0.00805	30.0	-	5,6,7,8-Tetrahydrofolate;L-Serine	H2O;Glycine;5,10-Methylenetetrahydrofolate	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	1.536E-4	30.0	-	L-Serine;5,6,7,8-Tetrahydrofolate	H2O;5,10-Methylenetetrahydrofolate;Glycine	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	0.00286	30.0	-	5,6,7,8-Tetrahydrofolate;L-Serine	Glycine;H2O;5,10-Methylenetetrahydrofolate	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/H2O/h1H2#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	1.439E-4	30.0	-	L-Serine;5,6,7,8-Tetrahydrofolate	5,10-Methylenetetrahydrofolate;Glycine;H2O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1	InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/H2O/h1H2	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	0.00178	30.0	-	L-Serine;5,6,7,8-Tetrahydrofolate	Glycine;5,10-Methylenetetrahydrofolate;H2O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1#InChI=1S/H2O/h1H2	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	1.961E-4	30.0	-	5,6,7,8-Tetrahydrofolate;L-Serine	H2O;Glycine;5,10-Methylenetetrahydrofolate	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1#InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1	InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1
2.1.2.1	Arabidopsis thaliana	Q94C74	31873125	wildtype AtSHMT2 (aa 41-517)	7.1E-4	30.0	-	L-Serine;5,6,7,8-Tetrahydrofolate	H2O;Glycine;5,10-Methylenetetrahydrofolate	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1#InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1	InChI=1S/H2O/h1H2#InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)#InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/t12-,13+/m1/s1	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1
